Taxon,Date,Season,Plot Type,Sample,Sample Type,Wet Mass,Avg. Soil moisture,Calc. dry mass,Avg. Temp,Count
Pseudoscorpiones,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,0
Ixodida,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,0
Ricinulei,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,0
Schizomida,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,0
Palpigradi,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,0
Chilopoda,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,0
Diplopoda,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,2
Symphyla,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,0
Tetramerocerata,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,9
Isopoda,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,1
Amphipoda,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,0
Annelida,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,0
Gastropoda,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,0
Euonychophora,16.3.20,Dry,C,10L,Litter,254.2,36.23333333,NA,25.63333333,0
Unknown,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,1
Hymenoptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,16
Coleoptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Hemiptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,17
Diptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Blattodea,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Thysanoptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Psocoptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Lepidoptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Orthoptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Trichoptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Neuroptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Zoraptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Phthiraptora,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Mecoptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Dermaptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Zygentoma,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Embioptera,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Archaeognatha,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Protura,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,1
Diplura,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Entomobryomorpha,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,20
Poduromorpha,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,1
Symphypleona,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,8
Acari other,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,97
Oribatida,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,67
Araneae,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,5
Opiliones,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Pseudoscorpiones,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Ixodida,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Ricinulei,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Schizomida,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Palpigradi,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Chilopoda,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Diplopoda,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Symphyla,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,13
Tetramerocerata,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,1
Isopoda,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Amphipoda,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Annelida,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Gastropoda,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Euonychophora,1.6.20,Wet,W,1S,Soil,1480.8,41.33333333,868.736,30.4,0
Unknown,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,1
Hymenoptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,19
Coleoptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,1
Hemiptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,12
Diptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,1
Blattodea,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Thysanoptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Psocoptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Lepidoptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Orthoptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Trichoptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Neuroptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Zoraptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Phthiraptora,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Mecoptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Dermaptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Zygentoma,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Embioptera,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Archaeognatha,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Protura,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,1
Diplura,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,7
Entomobryomorpha,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,68
Poduromorpha,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,1
Symphypleona,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,7
Acari other,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,74
Oribatida,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,28
Araneae,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Opiliones,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Pseudoscorpiones,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Ixodida,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Ricinulei,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Schizomida,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Palpigradi,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,1
Chilopoda,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,1
Diplopoda,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,7
Symphyla,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,6
Tetramerocerata,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,2
Isopoda,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Amphipoda,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Annelida,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Gastropoda,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Euonychophora,1.6.20,Wet,C,2S,Soil,1476.7,41.7,860.9161,26.73333333,0
Unknown,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Hymenoptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,67
Coleoptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,2
Hemiptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,9
Diptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Blattodea,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Thysanoptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Psocoptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Lepidoptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Orthoptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Trichoptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Neuroptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Zoraptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Phthiraptora,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Mecoptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Dermaptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Zygentoma,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Embioptera,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Archaeognatha,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Protura,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Diplura,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,1
Entomobryomorpha,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,49
Poduromorpha,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,1
Symphypleona,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,8
Acari other,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,54
Oribatida,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,59
Araneae,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,10
Opiliones,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Pseudoscorpiones,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Ixodida,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Ricinulei,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Schizomida,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Palpigradi,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Chilopoda,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Diplopoda,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,7
Symphyla,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,31
Tetramerocerata,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,1
Isopoda,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Amphipoda,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Annelida,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Gastropoda,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Euonychophora,1.6.20,Wet,W,3S,Soil,1668.8,40.46666667,993.4922667,30.36666667,0
Unknown,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,2
Hymenoptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,83
Coleoptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,6
Hemiptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,12
Diptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Blattodea,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Thysanoptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Psocoptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Lepidoptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Orthoptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Trichoptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Neuroptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Zoraptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Phthiraptora,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Mecoptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Dermaptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Zygentoma,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Embioptera,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Archaeognatha,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Protura,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Diplura,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,9
Entomobryomorpha,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,42
Poduromorpha,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,4
Symphypleona,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,2
Acari other,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,49
Oribatida,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,31
Araneae,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,2
Opiliones,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Pseudoscorpiones,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Ixodida,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Ricinulei,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Schizomida,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Palpigradi,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,1
Chilopoda,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Diplopoda,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,1
Symphyla,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,2
Tetramerocerata,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,1
Isopoda,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,2
Amphipoda,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Annelida,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Gastropoda,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Euonychophora,1.6.20,Wet,C,4S,Soil,1713.5,45.1,940.7115,26.23333333,0
Unknown,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Hymenoptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,20
Coleoptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Hemiptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,2
Diptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Blattodea,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Thysanoptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Psocoptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Lepidoptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Orthoptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Trichoptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Neuroptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Zoraptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Phthiraptora,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Mecoptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Dermaptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Zygentoma,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Embioptera,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Archaeognatha,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Protura,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,2
Diplura,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Entomobryomorpha,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,52
Poduromorpha,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Symphypleona,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,7
Acari other,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,77
Oribatida,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,65
Araneae,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,1
Opiliones,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Pseudoscorpiones,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Ixodida,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Ricinulei,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Schizomida,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Palpigradi,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Chilopoda,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Diplopoda,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,3
Symphyla,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,1
Tetramerocerata,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Isopoda,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Amphipoda,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Annelida,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Gastropoda,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Euonychophora,1.6.20,Wet,W,5S,Soil,1809.8,39.36666667,1097.342067,30.16666667,0
Unknown,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,1
Hymenoptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,127
Coleoptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,6
Hemiptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,31
Diptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,1
Blattodea,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Thysanoptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Psocoptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Lepidoptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Orthoptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Trichoptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Neuroptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Zoraptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Phthiraptora,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Mecoptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Dermaptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Zygentoma,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Embioptera,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Archaeognatha,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Protura,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,11
Diplura,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,10
Entomobryomorpha,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,21
Poduromorpha,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Symphypleona,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,5
Acari other,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,105
Oribatida,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,46
Araneae,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,1
Opiliones,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,1
Pseudoscorpiones,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Ixodida,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Ricinulei,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Schizomida,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Palpigradi,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,1
Chilopoda,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,2
Diplopoda,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,13
Symphyla,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,7
Tetramerocerata,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,5
Isopoda,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,2
Amphipoda,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Annelida,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Gastropoda,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Euonychophora,1.6.20,Wet,C,6S,Soil,1537.4,40.16666667,919.8776667,26.46666667,0
Unknown,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,1
Hymenoptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,35
Coleoptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,3
Hemiptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,72
Diptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Blattodea,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,1
Thysanoptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Psocoptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,1
Lepidoptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Orthoptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Trichoptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Neuroptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Zoraptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Phthiraptora,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Mecoptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Dermaptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Zygentoma,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
